case_id,amount_at_risk,log_amount,case_age_at_decision_hours,diagnosis_category,diagnosis_confidence,risk_score,heuristic_recovery_probability,customer_success_rate,customer_success_count,customer_failure_count,previous_recovery_attempts,payment_method,bank,action_type,decision_score,decision_confidence,created_at,recovered,error_code,error_reason
syn_case_0064,2500.0,7.824445930877619,14.212952496608244,INSUFFICIENT_FUNDS,0.7889181791162372,15.795906754758853,0.4065635032841155,0.6904268931410964,1,2,1,UPI,ICICI,EMAIL_FOLLOWUP,0.7039926004681112,0.8132809280593795,2026-08-22T18:38:41.277276+00:00,1,,
syn_case_0065,2500.0,7.824445930877619,24.077396742058728,USER_DROPOFF,0.8492107122292223,51.65545514901784,0.95,0.3098112354398601,2,0,1,UPI,ICICI,EMAIL_FOLLOWUP,0.8698192713110376,0.7213196506267543,2026-08-22T18:38:41.277276+00:00,1,,
syn_case_0066,1500.0,7.313886831633462,46.19969232379559,AUTHENTICATION_FAILURE,0.897503389697964,15.315338725873547,0.7192214383320188,0.4677452102089049,9,2,1,UPI,SBI,EMAIL_FOLLOWUP,0.7824552335947492,0.7173410423724367,2026-08-22T18:38:41.277276+00:00,0,,
syn_case_0067,5000.0,8.517393171418904,11.007448486431105,USER_DROPOFF,0.9469170019991617,27.476760620143015,0.6341101578023797,0.7793565212522554,7,0,2,CARD,KOTAK,WHATSAPP_PAYMENT_RECOVERY,0.6632013707945668,0.8135890461105258,2026-08-22T18:38:41.277276+00:00,1,,
syn_case_0068,2500.0,7.824445930877619,15.657272479054642,USER_DROPOFF,0.9072288685376693,76.09865423794038,0.8129069437535142,0.8768465961322942,1,1,3,CARD,SBI,EMAIL_PAYMENT_RECOVERY,0.8086944574687185,0.7460017674575405,2026-08-22T18:38:41.277852+00:00,0,,
syn_case_0069,7500.0,8.922791623969637,38.059350329850766,PAYMENT_METHOD_ISSUE,0.7796881257330175,32.07032364814272,0.6419584226291007,0.15228507263915392,2,0,2,CARD,ICICI,EMAIL_FOLLOWUP,0.9100922118826655,0.8231726376364609,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0070,15000.0,9.61587214452889,19.41865073884269,PAYMENT_METHOD_ISSUE,0.7229248337778575,36.8774722943808,0.8097704643234385,0.248378327661378,7,3,1,NETBANKING,UNKNOWN,EMAIL_FOLLOWUP,0.858153805556112,0.7477554291536604,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0071,5000.0,8.517393171418904,5.6997109372579695,INSUFFICIENT_FUNDS,0.7979075351350889,73.72373714402741,0.4849629055929974,0.3218125165574189,4,3,1,UPI,UNKNOWN,EMAIL_FOLLOWUP,0.9347454941457987,0.8595978644286767,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0072,10000.0,9.210440366976517,24.852704273284157,PAYMENT_METHOD_ISSUE,0.7576674529294396,26.21701909684104,0.5166452208213056,0.8929349009095813,2,0,1,NETBANKING,ICICI,EMAIL_PAYMENT_RECOVERY,0.6771701731745614,0.7372876524288509,2026-08-22T18:38:41.277852+00:00,0,,
syn_case_0073,5000.0,8.517393171418904,24.974276404949478,USER_DROPOFF,0.8227965852171566,46.75220506021877,0.849245126400815,0.5778192579442728,1,3,1,UPI,HDFC,SEND_PAYMENT_LINK,0.9141026518161712,0.7926761496431239,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0074,10000.0,9.210440366976517,40.97919283398287,AUTHENTICATION_FAILURE,0.7088555921046362,37.381883625626585,0.48190092610602764,0.4659456782189658,8,0,2,CARD,UNKNOWN,EMAIL_PAYMENT_RECOVERY,0.7928000797131987,0.7173973519822819,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0075,7500.0,8.922791623969637,47.595078419389786,PAYMENT_METHOD_ISSUE,0.7153792565598087,17.662820203811773,0.47381362579602615,0.8696975780736399,3,1,1,CARD,ICICI,EMAIL_FOLLOWUP,0.7999616296718509,0.8324224020213129,2026-08-22T18:38:41.277852+00:00,0,,
syn_case_0076,5000.0,8.517393171418904,44.67929164921259,AUTHENTICATION_FAILURE,0.7264585234571459,21.013846179176817,0.4535493074497512,0.29622842580426767,6,3,2,NETBANKING,SBI,SEND_PAYMENT_LINK,0.6555117868525757,0.8761741518397856,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0077,2500.0,7.824445930877619,36.4402006797844,INSUFFICIENT_FUNDS,0.764672082674477,10.078407803607664,0.4549669031803282,0.8269610474154944,2,3,1,UPI,SBI,EMAIL_FOLLOWUP,0.6294343785637946,0.7652867153006586,2026-08-22T18:38:41.277852+00:00,0,,
syn_case_0078,1500.0,7.313886831633462,30.549539923862536,INSUFFICIENT_FUNDS,0.9330070263775043,63.27195317514196,0.5038022354796844,0.18558451106156673,6,3,2,CARD,KOTAK,EMAIL_FOLLOWUP,0.6608137163576484,0.854170821708198,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0079,7500.0,8.922791623969637,41.89799829223787,AUTHENTICATION_FAILURE,0.9433722422943491,53.4640862437234,0.5047954050283106,0.37670644556236543,4,2,1,CARD,HDFC,EMAIL_PAYMENT_RECOVERY,0.6455301840457212,0.8516526391858046,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0080,25000.0,10.12667110305036,41.074964286924384,AUTHENTICATION_FAILURE,0.8317560240529654,21.125679829372956,0.567829941119204,0.10082358387650672,4,3,1,UPI,SBI,EMAIL_PAYMENT_RECOVERY,0.628833365965545,0.8360998604149426,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0081,15000.0,9.61587214452889,46.314722432834905,PAYMENT_METHOD_ISSUE,0.8900235196095243,73.6667157663473,0.3951970469285824,0.6850160535789485,5,2,1,NETBANKING,AXIS,EMAIL_PAYMENT_RECOVERY,0.7091831966732957,0.7641485480876254,2026-08-22T18:38:41.277852+00:00,0,,
syn_case_0082,15000.0,9.61587214452889,41.75960047789151,USER_DROPOFF,0.8941492131979354,70.50507748877459,0.7505501810611492,0.394821074979009,2,3,2,UPI,HDFC,EMAIL_PAYMENT_RECOVERY,0.6062516623674118,0.8593595655728055,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0083,7500.0,8.922791623969637,33.06435114337614,BANK_SERVER_DOWN,0.8075764737248656,18.211573227367616,0.497107511582513,0.48521788121004006,6,3,2,NETBANKING,AXIS,EMAIL_PAYMENT_RECOVERY,0.7720580913595029,0.7128417874150268,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0084,15000.0,9.61587214452889,34.78966232652942,INSUFFICIENT_FUNDS,0.8642459643911232,42.52190176450671,0.1062977995600074,0.21966451413405264,9,0,3,CARD,SBI,EMAIL_PAYMENT_RECOVERY,0.9334270233135509,0.881563730596928,2026-08-22T18:38:41.277852+00:00,0,,
syn_case_0085,5000.0,8.517393171418904,16.93578696312988,AUTHENTICATION_FAILURE,0.893951183948239,43.76494670861141,0.9118802025020598,0.114694109552432,2,3,1,UPI,HDFC,EMAIL_FOLLOWUP,0.6253456952512195,0.806848441195289,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0086,1500.0,7.313886831633462,8.455422657305814,AUTHENTICATION_FAILURE,0.7261419600836,49.72785937830907,0.7488882737309018,0.2061726032344483,3,2,1,CARD,ICICI,EMAIL_FOLLOWUP,0.6110551506889746,0.887242449248738,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0087,25000.0,10.12667110305036,31.888955619214407,AUTHENTICATION_FAILURE,0.8382503631479896,52.85805901168106,0.6123309806654604,0.7267381807532918,6,1,2,CARD,ICICI,EMAIL_FOLLOWUP,0.8743413936966016,0.796180766289797,2026-08-22T18:38:41.277852+00:00,1,,
syn_case_0088,25000.0,10.12667110305036,16.502550109127576,INSUFFICIENT_FUNDS,0.7455294789221748,21.168127607923182,0.41796526918056803,0.29768258720811713,7,0,1,UPI,ICICI,EMAIL_FOLLOWUP,0.8305477214253066,0.7996391432906278,2026-08-22T18:38:41.277852+00:00,0,,
syn_case_0089,2500.0,7.824445930877619,20.373989961713505,PAYMENT_METHOD_ISSUE,0.7508945700855606,38.22829527866823,0.6424165946401916,0.16522119164194138,7,3,1,UPI,HDFC,EMAIL_PAYMENT_RECOVERY,0.6609676678023888,0.8921561102973954,2026-08-22T18:38:41.278953+00:00,1,,
syn_case_0090,2500.0,7.824445930877619,34.949738869718985,BANK_SERVER_DOWN,0.8216672353561757,12.807643398873774,0.5224451818559972,0.8901196509888463,2,2,1,CARD,AXIS,WHATSAPP_PAYMENT_RECOVERY,0.9152456524039405,0.7843441853746911,2026-08-22T18:38:41.278953+00:00,1,,
syn_case_0091,2500.0,7.824445930877619,37.360009834182904,INSUFFICIENT_FUNDS,0.8013275457714358,68.51986446468466,0.40470983026121543,0.47265024561619884,7,1,1,NETBANKING,AXIS,RETRY_PAYMENT,0.6831401637233572,0.8942790188083279,2026-08-22T18:38:41.278953+00:00,1,,
syn_case_0092,25000.0,10.12667110305036,19.076372990958635,USER_DROPOFF,0.9423530805838218,46.03721477507831,0.95,0.4562442040021324,2,2,2,UPI,UNKNOWN,EMAIL_FOLLOWUP,0.8298578325894522,0.765038012844939,2026-08-22T18:38:41.278953+00:00,1,,
syn_case_0093,7500.0,8.922791623969637,32.29604406931966,USER_DROPOFF,0.7364391420611879,33.162255409242036,0.62602862212219,0.45361949902628607,5,3,2,UPI,SBI,EMAIL_PAYMENT_RECOVERY,0.8057595298886354,0.8897166709702867,2026-08-22T18:38:41.278953+00:00,1,,
syn_case_0094,1500.0,7.313886831633462,41.74288582437978,BANK_SERVER_DOWN,0.751460302509192,43.22416130248697,0.6381935452231553,0.631043622097444,4,1,2,UPI,SBI,EMAIL_PAYMENT_RECOVERY,0.9453425431250064,0.7245941617059253,2026-08-22T18:38:41.278953+00:00,1,,
syn_case_0095,10000.0,9.210440366976517,2.4747108048936246,USER_DROPOFF,0.7370858002405222,32.13092734837254,0.7430041647191069,0.8471000140223239,5,1,1,CARD,SBI,RETRY_PAYMENT,0.9377915437526159,0.7009879961868819,2026-08-22T18:38:41.278953+00:00,1,,
syn_case_0096,2500.0,7.824445930877619,46.57082219009535,USER_DROPOFF,0.7234751789473546,19.775587832941902,0.606153208979415,0.6334914060368835,8,0,1,NETBANKING,SBI,EMAIL_PAYMENT_RECOVERY,0.7553125767565999,0.8736284508755011,2026-08-22T18:38:41.278953+00:00,0,,
syn_case_0097,15000.0,9.61587214452889,41.56891970786424,AUTHENTICATION_FAILURE,0.8921298411309477,27.090310329566197,0.4644268159509302,0.1140127926896498,8,0,1,CARD,ICICI,EMAIL_PAYMENT_RECOVERY,0.8413343628610463,0.8353026771554493,2026-08-22T18:38:41.278953+00:00,0,,
syn_case_0098,5000.0,8.517393171418904,27.43327239686672,USER_DROPOFF,0.8846123023128316,79.95896080394665,0.8005142573278018,0.6262762436824288,4,1,1,CARD,HDFC,RETRY_PAYMENT,0.7414491125778615,0.7654066323126477,2026-08-22T18:38:41.279463+00:00,1,,
syn_case_0099,15000.0,9.61587214452889,31.33104629273367,INSUFFICIENT_FUNDS,0.7820953069712702,36.297057631720854,0.324761995653555,0.7951205004324569,1,3,1,CARD,HDFC,EMAIL_FOLLOWUP,0.813441131924543,0.8126877854696918,2026-08-22T18:38:41.279463+00:00,1,,
syn_case_0100,5000.0,8.517393171418904,24.27115218371022,AUTHENTICATION_FAILURE,0.8355909162449345,51.094319539080566,0.6951095296582979,0.11173364563701105,8,3,1,CARD,HDFC,EMAIL_FOLLOWUP,0.8965085764804009,0.882847303190294,2026-08-22T18:38:41.279463+00:00,0,,
syn_case_0101,10000.0,9.210440366976517,35.97659651645158,BANK_SERVER_DOWN,0.8788727267748185,37.60557266728452,0.49509930774295136,0.48135638003292736,5,2,1,UPI,KOTAK,EMAIL_PAYMENT_RECOVERY,0.7508017320383116,0.8793428579680245,2026-08-22T18:38:41.279463+00:00,0,,
syn_case_0102,10000.0,9.210440366976517,14.031462843191335,AUTHENTICATION_FAILURE,0.7768224912315715,34.61358810677441,0.4966313473091284,0.8475488214444115,3,3,1,CARD,SBI,SEND_PAYMENT_LINK,0.7089576947046012,0.8220667566621837,2026-08-22T18:38:41.279463+00:00,1,,
syn_case_0103,2500.0,7.824445930877619,9.267793653009067,USER_DROPOFF,0.7738195723050775,70.15910552964124,0.8549651816898265,0.19857812333773284,1,1,1,UPI,HDFC,EMAIL_FOLLOWUP,0.6648299562915934,0.8835504978342754,2026-08-22T18:38:41.279463+00:00,1,,
syn_case_0104,7500.0,8.922791623969637,10.572129895640765,AUTHENTICATION_FAILURE,0.8527452472127479,52.112827410243185,0.7548860070325705,0.8611226737653256,9,0,2,UPI,KOTAK,EMAIL_FOLLOWUP,0.9170618866757161,0.8539889400503358,2026-08-22T18:38:41.279463+00:00,1,,
syn_case_0105,1500.0,7.313886831633462,7.610938477955492,USER_DROPOFF,0.8059862032283255,66.66709830379092,0.8040591691203883,0.6371397356244916,5,2,2,UPI,SBI,EMAIL_PAYMENT_RECOVERY,0.6823324546806947,0.8738519249302106,2026-08-22T18:38:41.279463+00:00,1,,
syn_case_0106,1500.0,7.313886831633462,24.096425795810546,AUTHENTICATION_FAILURE,0.9469463800537218,48.2688188899849,0.5442508214992167,0.5856752288710246,3,2,2,UPI,KOTAK,EMAIL_PAYMENT_RECOVERY,0.8433005939166578,0.7808637536208585,2026-08-22T18:38:41.279463+00:00,0,,
syn_case_0107,15000.0,9.61587214452889,37.19957955384567,AUTHENTICATION_FAILURE,0.7662238618091833,33.60589929287943,0.41301970204209226,0.5825755281706978,5,0,2,CARD,AXIS,EMAIL_FOLLOWUP,0.8085127548661348,0.7802375828077965,2026-08-22T18:38:41.279463+00:00,0,,
syn_case_0108,1500.0,7.313886831633462,31.41667502974172,AUTHENTICATION_FAILURE,0.8332394466378338,66.02495554756531,0.5233785911790748,0.15409005087377192,3,1,1,CARD,KOTAK,EMAIL_PAYMENT_RECOVERY,0.8343204343193665,0.8988278722442335,2026-08-22T18:38:41.279463+00:00,0,,
syn_case_0109,2500.0,7.824445930877619,30.660602165574073,PAYMENT_METHOD_ISSUE,0.8887094549852119,16.21371758754379,0.49441043537963725,0.5643800053733398,7,3,1,CARD,UNKNOWN,EMAIL_FOLLOWUP,0.7433172485518214,0.7845378226792379,2026-08-22T18:38:41.279988+00:00,0,,
syn_case_0110,25000.0,10.12667110305036,32.399026071619275,AUTHENTICATION_FAILURE,0.7232322860948475,18.388030141235244,0.586531690202038,0.4060210241952066,6,1,1,UPI,AXIS,WHATSAPP_PAYMENT_RECOVERY,0.8757656959022927,0.872937238406708,2026-08-22T18:38:41.279988+00:00,1,,
syn_case_0111,10000.0,9.210440366976517,16.950284007977668,BANK_SERVER_DOWN,0.7597638330493164,33.91721513278446,0.5764096078496275,0.281885840076879,1,2,1,CARD,UNKNOWN,SEND_PAYMENT_LINK,0.8888501378815139,0.7559407076942958,2026-08-22T18:38:41.279988+00:00,1,,
syn_case_0112,2500.0,7.824445930877619,32.5294308044298,PAYMENT_METHOD_ISSUE,0.8331202981398564,45.08070994274068,0.738644819701626,0.41283421044653956,6,2,1,CARD,UNKNOWN,EMAIL_FOLLOWUP,0.8765106527074714,0.7609358278196081,2026-08-22T18:38:41.279988+00:00,1,,
syn_case_0113,1500.0,7.313886831633462,27.820259148589685,PAYMENT_METHOD_ISSUE,0.8198386100344629,50.112900025159455,0.3706023659966414,0.8658583103156697,1,3,1,UPI,ICICI,EMAIL_PAYMENT_RECOVERY,0.8122298305516814,0.727839604923506,2026-08-22T18:38:41.279988+00:00,0,,
syn_case_0114,15000.0,9.61587214452889,4.298356232066842,BANK_SERVER_DOWN,0.8941809076179231,18.523333778769235,0.4950796300336148,0.6330455086680318,4,1,2,CARD,HDFC,SEND_PAYMENT_LINK,0.6972134183122414,0.870289727510253,2026-08-22T18:38:41.279988+00:00,1,,
syn_case_0115,10000.0,9.210440366976517,23.518575383396072,INSUFFICIENT_FUNDS,0.8885633860859657,23.42477189143024,0.05,0.551552872543106,8,2,1,CARD,SBI,EMAIL_PAYMENT_RECOVERY,0.9442876238421947,0.7478360208431851,2026-08-22T18:38:41.279988+00:00,0,,
syn_case_0116,5000.0,8.517393171418904,10.98812491481786,BANK_SERVER_DOWN,0.7434381489155736,53.26361720010302,0.47256312536206213,0.6532944444554555,4,3,1,UPI,SBI,EMAIL_PAYMENT_RECOVERY,0.8968055598372904,0.8448634939353322,2026-08-22T18:38:41.279988+00:00,1,,
syn_case_0117,10000.0,9.210440366976517,1.0239850603607428,USER_DROPOFF,0.8040384995449403,61.353006639298144,0.8626076425507818,0.7620303164534995,5,1,1,UPI,SBI,SEND_PAYMENT_LINK,0.8766182075510518,0.8164296459559944,2026-08-22T18:38:41.279988+00:00,1,,
syn_case_0118,25000.0,10.12667110305036,24.218357161484366,USER_DROPOFF,0.7665048195013451,23.919939444270714,0.5612053939433461,0.6034390448085889,5,1,2,UPI,KOTAK,EMAIL_PAYMENT_RECOVERY,0.6445199169406073,0.8729320784280835,2026-08-22T18:38:41.279988+00:00,0,,
syn_case_0119,7500.0,8.922791623969637,5.35210265873306,PAYMENT_METHOD_ISSUE,0.8646730365518609,76.93555334542638,0.5237758537870417,0.4139149772227796,9,0,2,UPI,AXIS,WHATSAPP_PAYMENT_RECOVERY,0.8831092115727148,0.7152833718876103,2026-08-22T18:38:41.280535+00:00,1,,
